learning_rate,images_count_min,num_classes,image_size,conv_num,dense_weights_count,dense_count,loss,accuracy
0.0001,100,2025,32,[2, 2, 3, 3, 3],1024,1,[7.631368637084961],[0.0]0.0001,100,2025,32,[2, 2, 3, 3, 3],1024,2,[7.940023422241211],[0.0]0.0001,100,2025,32,[2, 2, 3, 3, 3],2048,1,[7.958282947540283],[0.0]0.0001,100,2025,32,[2, 2, 3, 3, 3],2048,2,[8.25102424621582],[0.0]0.0001,100,2025,32,[2, 2, 4, 4, 4],1024,1,[8.072680473327637],[0.0]0.0001,100,2025,32,[2, 2, 4, 4, 4],1024,2,[7.863013744354248],[0.0]0.0001,100,2025,32,[2, 2, 4, 4, 4],2048,1,[7.915657997131348],[0.0]
