Wall time,Step,Value
1529923780.9606874,100,5.231231212615967
1529923992.8926873,200,5.062829971313477
1529924203.8344793,300,5.022424221038818
1529924414.8358982,400,4.646215438842773
1529924626.9802587,500,4.722143173217773
1529924838.243809,600,4.304279327392578
1529925049.5791829,700,4.392673015594482
1529925261.4342413,800,4.110522747039795
1529925472.6981068,900,4.416199207305908
1529925683.987797,1000,4.14454984664917
1529926983.1352365,1100,4.058126926422119
1529927194.5671084,1200,4.155876159667969
1529927405.9569714,1300,3.888199806213379
1529927617.446146,1400,3.7848868370056152
1529927828.8909712,1500,3.763533353805542
1529928043.0511947,1600,3.8714022636413574
1529928255.8459225,1700,3.4843034744262695
1529928468.578438,1800,3.3121237754821777
1529928681.2619805,1900,3.3924410343170166
1529928893.9682693,2000,3.5786423683166504
1529929972.9982283,2100,3.156449317932129
1529930185.8006759,2200,3.440272331237793
1529930398.8814774,2300,3.096055269241333
1529930611.6731524,2400,3.3272581100463867
1529930824.407788,2500,2.990110397338867
1529931037.0994792,2600,3.1482038497924805
1529931249.8797543,2700,3.116284132003784
1529931462.6385179,2800,3.330490827560425
1529931675.336189,2900,3.2136731147766113
1529931888.1210306,3000,3.041757583618164
1529932816.497261,3100,3.055053472518921
1529933029.2172556,3200,2.4421379566192627
1529933241.9220183,3300,2.9996612071990967
1529933454.561189,3400,2.601576328277588
1529933667.3319962,3500,2.648606777191162
1529933880.006005,3600,2.865302801132202
1529934092.6973498,3700,2.795823097229004
1529934305.3581634,3800,2.473452568054199
1529934518.1260767,3900,2.6744415760040283
1529934730.7616916,4000,2.4879746437072754
1529935655.924284,4100,2.527181625366211
1529935868.6804895,4200,2.7852728366851807
1529936084.7537184,4300,2.7639684677124023
1529936301.5349011,4400,2.954714298248291
1529936519.0281374,4500,2.449378252029419
1529936800.7195582,4600,2.9608709812164307
1529937011.4107602,4700,2.641894578933716
1529937222.0565028,4800,2.833010673522949
1529937432.6986332,4900,2.6538689136505127
1529937643.4116929,5000,2.8589446544647217
1529937854.084909,5100,2.9233999252319336
1529938064.9408422,5200,2.7729880809783936
1529938276.0161479,5300,2.2945234775543213
1529938486.3796084,5400,3.156041145324707
1529938696.7594008,5500,2.873061418533325
1529941063.137482,5600,2.449277400970459
1529941273.575038,5700,2.515232801437378
1529941485.4915457,5800,2.511197805404663
1529941700.9828024,5900,2.5192301273345947
1529941911.747008,6000,2.7034752368927
1529942124.3075433,6100,2.3973634243011475
1529942335.7255206,6200,2.3885903358459473
1529942545.5683668,6300,2.818763017654419
1529942755.3809564,6400,2.434593677520752
1529942965.3519037,6500,2.1830554008483887
1529944273.3245635,6600,2.110106945037842
1529944485.0542734,6700,2.492377281188965
1529944696.7629812,6800,2.072634220123291
1529944908.497334,6900,2.1809048652648926
1529945120.193013,7000,2.657662868499756
1529945331.8525052,7100,2.2342875003814697
1529945543.5547125,7200,2.1682960987091064
1529945755.272384,7300,2.571387529373169
1529945967.0394053,7400,1.9234585762023926
1529946178.710785,7500,1.858505129814148
1529947088.2205107,7600,2.391094446182251
1529947299.9172494,7700,1.906714677810669
1529947511.6148539,7800,2.205967664718628
1529947723.306392,7900,2.1015710830688477
1529947934.9689426,8000,2.2603275775909424
1529948146.6126938,8100,1.953125
1529948358.371354,8200,2.203528881072998
1529948570.0345738,8300,2.4974746704101562
1529948781.6623979,8400,1.8929312229156494
1529948993.372701,8500,2.0820887088775635
1529949897.626157,8600,1.752568006515503
1529950109.3149052,8700,1.6857184171676636
1529950321.0168452,8800,2.036905288696289
1529950532.6667671,8900,1.8686443567276
1529950744.2983954,9000,1.8776251077651978
1529950955.9693055,9100,1.9918895959854126
1529951167.620965,9200,2.1297712326049805
1529951379.2990813,9300,1.8630305528640747
1529951590.9917262,9400,1.7238003015518188
1529951802.693427,9500,1.8589330911636353
1529952701.7287443,9600,1.9989567995071411
1529952913.333762,9700,1.9160608053207397
1529953124.9241164,9800,1.7880498170852661
1529953336.5063295,9900,1.8929744958877563
1529953548.0805712,10000,1.801975131034851
1529953759.6812224,10100,1.9916306734085083
1529953971.340515,10200,1.6918162107467651
1529954182.938405,10300,1.929223656654358
