Wall time,Step,Value
1530287705.9211087,100,0.0625
1530288352.2558165,200,0.0625
1530288998.863342,300,0.0729166641831398
1530289648.9025037,400,0.0703125
1530290297.3470879,500,0.08124999701976776
1530290947.6894908,600,0.09375
1530291596.4894,700,0.0982142835855484
1530292246.8165336,800,0.109375
1530292895.5763829,900,0.125
1530293546.0754604,1000,0.125
1530296573.9248435,1100,0.1650284379720688
1530297219.9786909,1200,0.16501976549625397
1530297870.0300841,1300,0.1650419533252716
1530298520.6342332,1400,0.16509492695331573
1530299169.627145,1500,0.1651477813720703
1530299820.1268516,1600,0.16523130238056183
1530300469.1119215,1700,0.16531464457511902
1530301119.694243,1800,0.16539783775806427
1530301768.6930227,1900,0.1655728667974472
1530302419.357645,2000,0.16562500596046448
1530305457.8936121,2100,0.2108485847711563
1530306108.4130468,2200,0.2108679562807083
1530306757.3950849,2300,0.21091818809509277
1530307407.9523153,2400,0.21103014051914215
1530308056.9113255,2500,0.21108025312423706
1530308707.428251,2600,0.21119199693202972
1530309356.3693538,2700,0.21124199032783508
1530310006.9240828,2800,0.21133814752101898
1530310655.7953367,2900,0.21144960820674896
1530311306.4146342,3000,0.21148398518562317
1530314342.2438014,3100,0.2550416588783264
1530314992.7485187,3200,0.25509151816368103
1530315641.7314968,3300,0.2551310658454895
1530316292.2550862,3400,0.2552426755428314
1530316941.1426876,3500,0.25524094700813293
1530317591.653324,3600,0.25532156229019165
1530318240.551577,3700,0.25539183616638184
1530318891.007866,3800,0.2554723620414734
1530319539.9637282,3900,0.25555282831192017
1530320190.4765449,4000,0.25559210777282715
1530323222.719569,4100,0.2900504171848297
1530323873.2818284,4200,0.29007142782211304
1530324522.8524082,4300,0.29008471965789795
1530325173.3461654,4400,0.2901288866996765
1530325822.2692852,4500,0.2901344299316406
1530326472.7112694,4600,0.29015541076660156
1530327121.5215802,4700,0.29019179940223694
1530327771.8925216,4800,0.2902822494506836
1530328420.8119807,4900,0.2903340458869934
1530329071.328941,5000,0.2903626561164856
1530332104.078062,5100,0.3070988357067108
1530332754.4976754,5200,0.3071184754371643
1530333403.3882625,5300,0.30714428424835205
1530334053.819669,5400,0.3071824312210083
1530334702.7500322,5500,0.307171106338501
1530335353.2809014,5600,0.3071845471858978
1530336002.1300867,5700,0.3072226643562317
1530336652.5600865,5800,0.30724841356277466
1530337301.3834748,5900,0.3072926998138428
1530337951.781493,6000,0.3072999119758606
1530340981.9551244,6100,0.318651020526886
1530341632.366166,6200,0.3186757564544678
1530342281.1950498,6300,0.31867989897727966
1530342931.5791216,6400,0.3187097907066345
1530343580.4591212,6500,0.31870362162590027
1530344230.8611677,6600,0.318723201751709
1530344879.710993,6700,0.31874793767929077
1530345530.0546224,6800,0.31879326701164246
1530346178.9030752,6900,0.3188231289386749
1530346829.2836566,7000,0.31882721185684204
1530349853.1511836,7100,0.33174675703048706
1530350503.2664113,7200,0.3317749500274658
1530351151.4757648,7300,0.3317766487598419
1530351804.7485776,7400,0.3318004310131073
1530352449.0345054,7500,0.3318021297454834
1530353094.9452565,7600,0.331821471452713
1530353740.123066,7700,0.33183199167251587
1530354386.395142,7800,0.3318690061569214
1530355405.3715427,7900,0.47772276401519775
1530356020.1927443,8000,0.4987623691558838
1530356638.5504582,8100,0.5116543173789978
1530357785.0626342,8200,0.375
1530358655.058499,8300,0.5618811845779419
1530359549.678625,8400,0.40625
1530360164.9570065,8500,0.515625
1530360779.8666751,8600,0.4895833432674408
1530361395.244451,8700,0.46875
1530362009.9093385,8800,0.48124998807907104
1530362625.2921224,8900,0.5208333134651184
1530363240.961956,9000,0.5178571343421936
1530399125.1583352,9100,0.5987005233764648
1530399498.5656106,9200,0.5973081588745117
1530399871.787234,9300,0.5999380946159363
1530400245.2099857,9400,0.601253092288971
1530400618.4456875,9500,0.6008044481277466
1530400995.2846735,9600,0.6012272834777832
1530401370.895477,9700,0.603164792060852
1530401746.5324585,9800,0.6048499345779419
1530402122.1295073,9900,0.6058168411254883
1530402497.8051515,10000,0.6071782112121582
1530404519.281959,10100,0.617524266242981
1530404894.901555,10200,0.6254662275314331
1530405270.4848797,10300,0.6324713826179504
1530405646.1538985,10400,0.6396023035049438
1530406021.7304661,10500,0.6451913714408875
1530406397.324064,10600,0.6498351693153381
1530406772.848545,10700,0.6542602181434631
1530407148.4298522,10800,0.6595768332481384
1530407524.0349703,10900,0.6633050441741943
1530407899.6692016,11000,0.6675083041191101
1530409923.919554,11100,0.6582443714141846
1530410299.585595,11200,0.6627116799354553
1530410675.2138572,11300,0.6673244833946228
1530411050.8567574,11400,0.6715995073318481
1530411426.435142,11500,0.6754696369171143
1530411802.0112293,11600,0.6789748072624207
1530412177.6257272,11700,0.6824889183044434
1530412553.224778,11800,0.6862054467201233
1530412928.8895297,11900,0.6898140907287598
1530413304.4578698,12000,0.6933088898658752
1530415333.941765,12100,0.6768777370452881
1530415709.5409884,12200,0.6803995370864868
1530416085.1689265,12300,0.6838929057121277
1530416460.8126836,12400,0.687305748462677
1530416836.42009,12500,0.6907851696014404
1530417211.984183,12600,0.6940174698829651
1530417587.585515,12700,0.6972920298576355
1530417963.1724865,12800,0.7006205916404724
1530418338.7971878,12900,0.7035775780677795
1530418714.4097383,13000,0.7067249417304993
1530420737.3627083,13100,0.6931619048118591
1530421112.9191487,13200,0.696209192276001
1530421488.5141907,13300,0.6991677284240723
1530421864.111085,13400,0.7017964124679565
1530422239.7867339,13500,0.7047067284584045
1530422615.3711796,13600,0.7074044346809387
1530422990.9483006,13700,0.7101292014122009
1530423366.4664567,13800,0.7127458453178406
1530423742.0523102,13900,0.7151986360549927
1530424117.64689,14000,0.7177106142044067
1530426143.2893643,14100,0.7079813480377197
1530426518.9056852,14200,0.7103888392448425
1530426894.533626,14300,0.7127795219421387
1530427270.1603742,14400,0.7150193452835083
1530427645.7370636,14500,0.7172311544418335
1530428021.3653018,14600,0.7193599939346313
1530428396.9159038,14700,0.7214865684509277
1530428772.55348,14800,0.7236283421516418
1530429148.1147294,14900,0.7256450057029724
1530429523.6619186,15000,0.7275655269622803
1530431547.1423469,15100,0.7176989912986755
1530431922.7324636,15200,0.7196088433265686
1530432298.2914755,15300,0.7215355038642883
1530432673.9086554,15400,0.7233632802963257
1530433049.4289467,15500,0.725193977355957
1530433425.0017726,15600,0.7270423769950867
1530433800.5496871,15700,0.7288492918014526
1530434176.12321,15800,0.7305962443351746
1530434551.7013848,15900,0.7322726249694824
1530434927.3125794,16000,0.7339828610420227
1530436947.5012753,16100,0.7253281474113464
1530437320.785558,16200,0.7269806861877441
1530437694.0182557,16300,0.7286057472229004
1530438070.2734141,16400,0.7301821112632751
1530438445.815398,16500,0.731734573841095
1530438821.321787,16600,0.7332507371902466
1530439201.3935049,16700,0.7347736358642578
1530439576.8859558,16800,0.7362905740737915
1530439952.3413103,16900,0.7378350496292114
1530440327.7126908,17000,0.7393277287483215
